iter	Passed	Remaining
259	703	2003
260	705	1996
261	706	1990
262	708	1985
263	709	1979
264	711	1973
265	712	1967
266	714	1961
267	716	1955
268	717	1950
269	719	1944
270	720	1938
271	722	1933
272	723	1927
273	725	1921
274	726	1915
275	727	1909
276	729	1903
277	730	1897
278	732	1891
279	733	1886
280	734	1880
281	736	1874
282	737	1869
283	739	1863
284	740	1857
285	741	1851
286	743	1846
287	744	1840
288	745	1834
289	747	1829
290	748	1823
291	749	1818
292	751	1812
293	752	1807
294	753	1801
295	755	1796
296	756	1790
297	757	1785
298	759	1779
299	760	1774
300	761	1769
301	763	1763
302	764	1759
303	766	1755
304	768	1751
305	770	1746
306	771	1741
307	772	1736
308	774	1730
309	775	1725
310	776	1720
311	778	1715
312	779	1710
313	780	1705
314	781	1700
315	783	1695
316	784	1690
317	785	1685
318	787	1680
319	788	1675
320	789	1670
321	790	1665
322	792	1660
323	793	1656
324	795	1652
325	797	1647
326	798	1643
327	800	1639
328	801	1635
329	803	1631
330	805	1627
331	807	1624
332	809	1620
333	810	1616
334	812	1612
335	813	1608
336	815	1604
337	817	1600
338	819	1597
339	821	1594
340	822	1590
341	824	1585
342	825	1581
343	827	1577
344	829	1574
345	831	1571
346	832	1566
347	834	1562
348	835	1558
349	836	1554
350	838	1551
351	840	1547
352	842	1543
353	843	1539
354	844	1535
355	846	1530
356	847	1526
357	848	1522
358	850	1518
359	851	1513
360	852	1509
361	853	1504
362	855	1500
363	856	1497
364	858	1492
365	859	1488
366	860	1483
367	862	1480
368	863	1476
369	864	1472
370	865	1467
371	866	1463
372	868	1459
373	869	1455
374	871	1451
375	872	1447
376	873	1443
377	874	1439
378	876	1435
379	877	1431
380	878	1427
381	879	1422
382	880	1418
383	881	1414
384	883	1411
385	884	1407
386	886	1403
387	887	1399
388	888	1395
389	889	1391
390	891	1387
391	892	1383
392	893	1379
393	894	1375
394	895	1371
395	896	1367
396	898	1364
397	899	1360
398	900	1356
399	902	1353
400	903	1349
401	904	1345
402	906	1342
403	907	1338
404	908	1334
405	909	1331
406	910	1327
407	912	1323
408	913	1320
409	915	1317
410	916	1313
411	917	1309
412	918	1306
413	920	1302
414	921	1298
415	922	1295
416	923	1291
417	924	1287
418	925	1283
419	927	1280
420	928	1277
421	930	1273
422	931	1270
423	932	1266
424	933	1263
425	935	1260
426	936	1256
427	937	1252
428	938	1249
429	939	1245
430	941	1242
431	943	1239
432	944	1236
433	945	1232
434	946	1229
435	948	1226
436	950	1225
437	952	1221
438	954	1220
439	956	1217
440	958	1214
441	959	1211
442	961	1208
443	963	1206
444	965	1204
445	966	1200
446	968	1197
447	969	1195
448	971	1192
449	972	1188
450	973	1185
451	975	1182
452	979	1182
453	981	1180
454	982	1176
455	983	1173
456	984	1169
457	985	1166
458	987	1163
459	988	1160
460	989	1156
461	990	1153
462	992	1150
463	993	1148
464	995	1145
465	996	1142
466	998	1139
467	999	1136
468	1001	1133
469	1002	1130
470	1003	1127
471	1005	1124
472	1007	1122
473	1009	1120
474	1011	1117
475	1012	1114
476	1013	1111
477	1014	1108
478	1016	1105
479	1017	1102
480	1018	1098
481	1019	1095
482	1021	1092
483	1022	1090
484	1024	1087
485	1025	1084
486	1027	1081
487	1028	1078
488	1029	1075
489	1030	1072
490	1031	1069
491	1032	1066
492	1034	1063
493	1035	1060
494	1036	1057
495	1038	1055
496	1039	1052
497	1041	1049
498	1042	1046
499	1043	1043
500	1044	1040
501	1045	1037
502	1047	1034
503	1048	1031
504	1049	1029
505	1051	1026
506	1053	1024
507	1054	1021
508	1056	1018
509	1057	1015
510	1058	1012
511	1059	1010
512	1061	1007
513	1062	1004
514	1063	1001
515	1064	998
516	1066	995
517	1067	993
518	1068	990
519	1070	988
520	1071	985
521	1072	982
522	1074	979
523	1075	976
524	1076	973
525	1077	970
526	1078	968
527	1079	965
528	1081	963
529	1083	960
530	1084	958
531	1086	955
532	1087	952
533	1088	949
534	1089	947
535	1090	944
536	1092	941
537	1093	938
538	1094	936
539	1096	933
540	1097	931
541	1098	928
542	1100	925
543	1101	923
544	1104	921
545	1106	919
546	1107	917
547	1109	914
548	1111	912
549	1112	910
550	1114	908
551	1115	905
552	1116	902
553	1117	899
554	1118	897
555	1120	894
556	1121	891
557	1122	889
558	1123	886
559	1124	883
560	1126	881
561	1128	879
562	1129	876
563	1130	874
564	1131	871
565	1132	868
566	1134	866
567	1135	863
568	1136	861
569	1138	858
570	1139	855
571	1141	853
572	1142	851
573	1144	849
574	1145	846
575	1146	844
576	1147	841
577	1149	839
578	1150	836
579	1152	834
580	1153	831
581	1154	829
582	1158	828
583	1159	826
584	1160	823
585	1162	821
586	1163	818
587	1164	816
588	1165	813
589	1167	811
590	1168	808
591	1169	806
592	1172	804
593	1174	802
594	1175	799
595	1176	797
596	1177	794
597	1178	792
598	1180	790
599	1181	787
600	1182	785
601	1184	782
602	1186	780
603	1187	778
604	1189	776
605	1190	774
606	1192	772
607	1194	770
608	1195	767
609	1197	765
610	1198	763
611	1202	762
612	1204	760
613	1206	758
614	1207	756
615	1209	753
616	1211	751
617	1212	749
618	1215	748
619	1218	746
620	1220	744
621	1224	743
622	1226	742
623	1227	739
624	1231	739
625	1234	737
626	1235	735
627	1237	733
628	1239	730
629	1240	728
630	1243	726
631	1248	726
632	1250	724
633	1252	722
634	1254	720
635	1255	718
636	1261	718
637	1263	717
638	1266	715
639	1267	713
640	1268	710
641	1270	708
642	1271	706
643	1274	704
644	1275	702
645	1277	700
646	1279	698
647	1281	695
648	1282	693
649	1283	690
650	1284	688
651	1285	686
652	1286	683
653	1288	681
654	1289	679
655	1291	677
656	1292	674
657	1293	672
658	1294	670
659	1295	667
660	1297	665
661	1298	662
662	1299	660
663	1300	658
664	1301	655
665	1303	653
666	1304	651
667	1306	649
668	1307	646
669	1308	644
670	1309	642
671	1310	639
672	1312	637
673	1313	635
674	1314	632
675	1315	630
676	1316	628
677	1318	626
678	1320	624
679	1321	621
680	1322	619
681	1323	617
682	1324	614
683	1325	612
684	1327	610
685	1328	607
686	1329	605
687	1330	603
688	1331	601
689	1332	598
690	1334	596
691	1336	594
692	1337	592
693	1338	590
694	1339	587
695	1340	585
696	1341	583
697	1342	581
698	1344	578
699	1345	576
700	1348	575
701	1349	573
702	1351	570
703	1352	568
704	1353	566
705	1354	563
706	1355	561
707	1356	559
708	1357	557
709	1358	555
710	1359	552
711	1361	550
712	1362	548
713	1364	546
714	1365	544
715	1366	542
716	1367	539
717	1369	537
718	1370	535
719	1371	533
720	1372	531
721	1374	529
722	1375	527
723	1376	524
724	1378	522
725	1380	520
726	1381	518
727	1382	516
728	1383	514
729	1384	512
730	1385	510
731	1387	507
732	1388	505
733	1390	503
734	1391	501
735	1392	499
736	1394	497
737	1395	495
738	1396	493
739	1398	491
740	1399	489
741	1400	486
742	1401	484
743	1402	482
744	1403	480
745	1404	478
746	1406	476
747	1407	474
748	1409	472
749	1410	470
750	1411	468
751	1412	465
752	1413	463
753	1415	461
754	1416	459
755	1417	457
756	1418	455
757	1419	453
758	1420	451
759	1422	449
760	1423	447
761	1425	445
762	1426	443
763	1427	441
764	1428	438
765	1430	436
766	1431	434
767	1432	432
768	1433	430
769	1434	428
770	1435	426
771	1436	424
772	1438	422
773	1439	420
774	1441	418
775	1442	416
776	1443	414
777	1444	412
778	1446	410
779	1447	408
780	1448	406
781	1449	404
782	1450	402
783	1451	400
784	1453	398
785	1455	396
786	1456	394
787	1457	392
788	1458	390
789	1460	388
790	1461	386
791	1462	384
792	1463	382
793	1464	380
794	1465	377
795	1467	376
796	1469	374
797	1470	372
798	1471	370
799	1472	368
800	1474	366
801	1475	364
802	1476	362
803	1477	360
804	1478	358
805	1479	356
806	1480	354
807	1482	352
808	1483	350
809	1485	348
810	1486	346
811	1487	344
812	1489	342
813	1490	340
814	1491	338
815	1492	336
816	1493	334
817	1494	332
818	1495	330
819	1496	328
820	1498	326
821	1499	324
822	1501	322
823	1502	320
824	1503	318
825	1504	316
826	1505	314
827	1506	313
828	1507	311
829	1509	309
830	1510	307
831	1511	305
832	1513	303
833	1514	301
834	1516	299
835	1517	297
836	1518	295
837	1519	293
838	1520	291
839	1522	289
840	1523	287
841	1524	286
842	1525	284
843	1526	282
844	1528	280
845	1530	278
846	1531	276
847	1532	274
848	1533	272
849	1534	270
850	1535	268
851	1536	266
852	1538	265
853	1539	263
854	1540	261
855	1541	259
856	1542	257
857	1545	255
858	1546	253
859	1547	251
860	1548	250
861	1549	248
862	1551	246
863	1552	244
864	1553	242
865	1554	240
866	1555	238
867	1556	236
868	1558	234
869	1559	233
870	1561	231
871	1562	229
872	1563	227
873	1564	225
874	1566	223
875	1567	221
876	1568	219
877	1569	218
878	1570	216
879	1571	214
880	1573	212
881	1575	210
882	1576	208
883	1577	207
884	1578	205
885	1580	203
886	1581	201
887	1582	199
888	1583	197
889	1584	195
890	1585	193
891	1586	192
892	1588	190
893	1590	188
894	1591	186
895	1592	184
896	1593	183
897	1594	181
898	1595	179
899	1597	177
900	1598	175
901	1599	173
902	1600	171
903	1601	170
904	1603	168
905	1605	166
906	1606	164
907	1607	162
908	1608	161
909	1610	159
910	1611	157
911	1612	155
912	1613	153
913	1614	151
914	1615	150
915	1619	148
916	1621	146
917	1623	145
918	1625	143
919	1626	141
920	1627	139
921	1629	137
922	1631	136
923	1635	134
924	1637	132
925	1639	131
926	1641	129
927	1645	127
928	1647	125
929	1649	124
930	1651	122
931	1653	120
932	1659	119
933	1661	117
934	1663	115
935	1665	113
936	1667	112
937	1669	110
938	1671	108
939	1673	106
940	1675	105
941	1677	103
942	1679	101
943	1681	99
944	1684	98
945	1686	96
946	1688	94
947	1690	92
948	1691	90
949	1692	89
950	1694	87
951	1695	85
952	1696	83
953	1698	81
954	1699	80
955	1700	78
956	1701	76
957	1703	74
958	1705	72
959	1707	71
960	1709	69
961	1711	67
962	1713	65
963	1714	64
964	1718	62
965	1720	60
966	1722	58
967	1724	56
968	1726	55
969	1727	53
970	1729	51
971	1731	49
972	1733	48
973	1735	46
974	1737	44
975	1739	42
976	1741	41
977	1744	39
978	1746	37
979	1749	35
980	1751	33
981	1753	32
982	1755	30
983	1757	28
984	1759	26
985	1761	25
986	1763	23
987	1765	21
988	1768	19
989	1771	17
990	1774	16
991	1776	14
992	1790	12
993	1791	10
994	1793	9
995	1796	7
996	1799	5
997	1801	3
998	1803	1
999	1805	0
